,img_filepath,img_size,bbox_tl_x,bbox_tl_y,bbox_br_x,bbox_br_y
348,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000187_l.jpg,"(576, 720, 3)",300,329,361,256
349,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000187_r.jpg,"(576, 720, 3)",248,403,305,328
350,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000190_l.jpg,"(576, 720, 3)",255,374,340,313
351,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000190_r.jpg,"(576, 720, 3)",231,343,265,258
352,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000191_l.jpg,"(576, 720, 3)",279,401,382,315
353,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000191_r.jpg,"(576, 720, 3)",187,477,243,394
354,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000192_l.jpg,"(576, 720, 3)",280,368,382,291
355,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000192_r.jpg,"(576, 720, 3)",243,552,275,485
356,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000202_l.jpg,"(576, 720, 3)",340,271,415,221
357,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000202_r.jpg,"(576, 720, 3)",248,557,312,477
358,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000203_l.jpg,"(576, 720, 3)",352,373,397,293
359,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000203_r.jpg,"(576, 720, 3)",246,543,309,462
360,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000204_l.jpg,"(576, 720, 3)",343,169,421,129
361,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000204_r.jpg,"(576, 720, 3)",246,178,323,131
362,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000206_l.jpg,"(576, 720, 3)",535,280,630,176
363,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000206_r.jpg,"(576, 720, 3)",122,259,186,175
364,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000207_l.jpg,"(576, 720, 3)",457,220,532,163
365,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000207_r.jpg,"(576, 720, 3)",218,497,277,428
366,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000215_l.jpg,"(576, 720, 3)",391,343,496,262
367,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000215_r.jpg,"(576, 720, 3)",240,346,336,255
368,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000216_l.jpg,"(576, 720, 3)",378,345,469,290
369,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000216_r.jpg,"(576, 720, 3)",231,353,336,275
370,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000227_l.jpg,"(576, 720, 3)",305,418,361,343
371,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000227_r.jpg,"(576, 720, 3)",318,449,414,403
372,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_100005_l.jpg,"(576, 720, 3)",430,389,502,306
373,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_100005_r.jpg,"(576, 720, 3)",305,420,375,333
374,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000006_r.jpg,"(576, 720, 3)",244,484,354,425
375,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000007_r.jpg,"(576, 720, 3)",276,524,384,457
376,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000008_r.jpg,"(576, 720, 3)",282,493,390,432
377,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000010_r.jpg,"(576, 720, 3)",265,365,311,301
378,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000011_r.jpg,"(576, 720, 3)",276,401,354,329
379,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000012_r.jpg,"(576, 720, 3)",263,367,324,306
380,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000013_r.jpg,"(576, 720, 3)",284,398,345,322
381,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000015_l.jpg,"(576, 720, 3)",417,270,472,228
382,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000015_r.jpg,"(576, 720, 3)",269,490,355,438
383,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000016_l.jpg,"(576, 720, 3)",486,296,529,252
384,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000016_r.jpg,"(576, 720, 3)",257,484,320,419
385,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000017_l.jpg,"(576, 720, 3)",465,350,505,303
386,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000017_r.jpg,"(576, 720, 3)",266,353,314,313
387,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000019_l.jpg,"(576, 720, 3)",477,400,520,347
388,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000019_r.jpg,"(576, 720, 3)",282,525,332,463
389,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000020_l.jpg,"(576, 720, 3)",469,395,512,342
390,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000020_r.jpg,"(576, 720, 3)",278,484,334,420
391,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000021_l.jpg,"(576, 720, 3)",347,259,410,201
392,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000021_r.jpg,"(576, 720, 3)",270,273,327,197
393,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000022_l.jpg,"(576, 720, 3)",185,220,256,175
394,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000022_r.jpg,"(576, 720, 3)",315,382,380,327
395,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000023_l.jpg,"(576, 720, 3)",461,187,501,137
396,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000023_r.jpg,"(576, 720, 3)",269,400,322,339
397,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000024_l.jpg,"(576, 720, 3)",422,206,466,166
398,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000024_r.jpg,"(576, 720, 3)",264,254,318,186
399,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000025_l.jpg,"(576, 720, 3)",430,214,475,171
400,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000025_r.jpg,"(576, 720, 3)",280,246,337,186
401,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000026_l.jpg,"(576, 720, 3)",434,230,480,187
402,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000026_r.jpg,"(576, 720, 3)",288,246,346,191
403,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000027_l.jpg,"(576, 720, 3)",443,244,486,201
404,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000027_r.jpg,"(576, 720, 3)",287,236,327,163
405,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000028_l.jpg,"(576, 720, 3)",443,244,488,200
406,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000028_r.jpg,"(576, 720, 3)",306,286,360,225
407,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000030_l.jpg,"(576, 720, 3)",376,195,409,90
408,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000030_r.jpg,"(576, 720, 3)",259,172,318,90
409,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000031_l.jpg,"(576, 720, 3)",381,199,422,108
410,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000031_r.jpg,"(576, 720, 3)",244,198,303,118
411,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000032_l.jpg,"(576, 720, 3)",383,305,438,219
412,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000032_r.jpg,"(576, 720, 3)",235,304,308,227
413,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000038_l.jpg,"(576, 720, 3)",428,350,461,290
414,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000038_r.jpg,"(576, 720, 3)",311,363,348,292
415,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000039_l.jpg,"(576, 720, 3)",454,445,485,386
416,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000039_r.jpg,"(576, 720, 3)",339,469,387,407
417,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000040_l.jpg,"(576, 720, 3)",359,471,416,427
418,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000040_r.jpg,"(576, 720, 3)",257,473,323,420
419,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000041_l.jpg,"(576, 720, 3)",366,469,417,424
420,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000041_r.jpg,"(576, 720, 3)",259,467,318,415
421,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000042_l.jpg,"(576, 720, 3)",443,221,495,176
422,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000042_r.jpg,"(576, 720, 3)",286,477,346,417
423,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000045_l.jpg,"(576, 720, 3)",478,314,514,258
424,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000045_r.jpg,"(576, 720, 3)",370,317,448,257
425,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000046_l.jpg,"(576, 720, 3)",477,427,532,358
426,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000046_r.jpg,"(576, 720, 3)",334,457,412,404
427,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000047_l.jpg,"(576, 720, 3)",540,510,590,463
428,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000047_r.jpg,"(576, 720, 3)",290,477,373,414
429,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000048_l.jpg,"(576, 720, 3)",537,509,583,463
430,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000048_r.jpg,"(576, 720, 3)",480,491,548,436
431,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000049_l.jpg,"(576, 720, 3)",546,480,596,435
432,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000049_r.jpg,"(576, 720, 3)",371,342,444,290
433,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000050_l.jpg,"(576, 720, 3)",483,499,523,446
434,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000050_r.jpg,"(576, 720, 3)",270,357,343,306
435,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000051_l.jpg,"(576, 720, 3)",364,432,425,387
436,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000051_r.jpg,"(576, 720, 3)",231,393,297,347
437,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000052_l.jpg,"(576, 720, 3)",316,469,361,421
438,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000052_r.jpg,"(576, 720, 3)",276,499,314,451
439,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000053_l.jpg,"(576, 720, 3)",306,267,354,212
440,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000053_r.jpg,"(576, 720, 3)",283,459,335,409
441,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000054_l.jpg,"(576, 720, 3)",508,454,574,399
442,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000054_r.jpg,"(576, 720, 3)",276,489,329,441
443,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000055_l.jpg,"(576, 720, 3)",469,456,528,417
444,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000055_r.jpg,"(576, 720, 3)",251,457,307,409
445,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000056_l.jpg,"(576, 720, 3)",477,475,534,433
446,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000056_r.jpg,"(576, 720, 3)",215,411,264,372
447,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000063_l.jpg,"(576, 720, 3)",489,457,556,418
448,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000063_r.jpg,"(576, 720, 3)",414,378,493,339
449,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000064_l.jpg,"(576, 720, 3)",488,430,548,392
450,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000064_r.jpg,"(576, 720, 3)",291,465,358,417
451,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000065_l.jpg,"(576, 720, 3)",496,445,557,408
452,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000065_r.jpg,"(576, 720, 3)",287,467,354,419
453,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000066_l.jpg,"(576, 720, 3)",485,445,551,408
454,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000066_r.jpg,"(576, 720, 3)",261,450,326,400
455,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000068_l.jpg,"(576, 720, 3)",323,282,395,224
456,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000068_r.jpg,"(576, 720, 3)",271,359,340,315
457,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000070_l.jpg,"(576, 720, 3)",464,434,530,400
458,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000070_r.jpg,"(576, 720, 3)",441,351,525,305
459,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000071_l.jpg,"(576, 720, 3)",468,434,531,406
460,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000071_r.jpg,"(576, 720, 3)",425,354,492,308
461,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000072_l.jpg,"(576, 720, 3)",457,435,526,407
462,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000072_r.jpg,"(576, 720, 3)",435,361,503,319
463,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000073_l.jpg,"(576, 720, 3)",450,450,516,417
464,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000073_r.jpg,"(576, 720, 3)",389,402,451,354
465,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000074_l.jpg,"(576, 720, 3)",448,446,515,414
466,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000074_r.jpg,"(576, 720, 3)",417,365,482,317
467,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000076_l.jpg,"(576, 720, 3)",464,427,529,397
468,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000076_r.jpg,"(576, 720, 3)",244,433,311,384
469,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000077_l.jpg,"(576, 720, 3)",469,426,533,394
470,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000077_r.jpg,"(576, 720, 3)",229,321,288,217
471,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000079_l.jpg,"(576, 720, 3)",485,461,533,426
472,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000079_r.jpg,"(576, 720, 3)",259,309,328,262
473,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000080_l.jpg,"(576, 720, 3)",351,199,426,157
474,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000080_r.jpg,"(576, 720, 3)",286,258,355,197
475,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000081_l.jpg,"(576, 720, 3)",324,228,400,185
476,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000081_r.jpg,"(576, 720, 3)",284,296,358,250
477,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000082_l.jpg,"(576, 720, 3)",482,393,537,348
478,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000082_r.jpg,"(576, 720, 3)",264,318,337,271
479,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000084_l.jpg,"(576, 720, 3)",428,453,494,416
480,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000084_r.jpg,"(576, 720, 3)",380,377,467,321
481,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000085_l.jpg,"(576, 720, 3)",437,443,503,406
482,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000085_r.jpg,"(576, 720, 3)",370,368,463,304
483,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000086_l.jpg,"(576, 720, 3)",459,459,526,423
484,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000086_r.jpg,"(576, 720, 3)",413,382,494,330
485,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000088_l.jpg,"(576, 720, 3)",452,439,514,401
486,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000088_r.jpg,"(576, 720, 3)",267,346,332,298
487,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000091_l.jpg,"(576, 720, 3)",448,426,510,387
488,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000091_r.jpg,"(576, 720, 3)",297,417,352,348
489,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000092_l.jpg,"(576, 720, 3)",447,421,507,379
490,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000092_r.jpg,"(576, 720, 3)",279,496,363,447
491,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000093_l.jpg,"(576, 720, 3)",495,472,565,418
492,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000093_r.jpg,"(576, 720, 3)",279,503,360,454
493,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000094_l.jpg,"(576, 720, 3)",376,408,448,364
494,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000094_r.jpg,"(576, 720, 3)",246,487,340,437
495,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000095_l.jpg,"(576, 720, 3)",359,423,430,383
496,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000095_r.jpg,"(576, 720, 3)",255,491,337,443
497,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000096_l.jpg,"(576, 720, 3)",353,445,420,405
498,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000096_r.jpg,"(576, 720, 3)",236,478,314,423
499,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000097_l.jpg,"(576, 720, 3)",334,440,402,403
500,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000097_r.jpg,"(576, 720, 3)",224,458,280,410
501,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000099_l.jpg,"(576, 720, 3)",418,467,480,417
502,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000099_r.jpg,"(576, 720, 3)",161,469,218,430
503,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000103_l.jpg,"(576, 720, 3)",401,427,459,394
504,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000103_r.jpg,"(576, 720, 3)",198,386,252,325
505,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000104_l.jpg,"(576, 720, 3)",428,421,478,388
506,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000104_r.jpg,"(576, 720, 3)",214,390,270,336
507,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000105_l.jpg,"(576, 720, 3)",392,302,447,220
508,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000105_r.jpg,"(576, 720, 3)",254,349,359,305
509,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000108_l.jpg,"(576, 720, 3)",462,437,521,382
510,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000108_r.jpg,"(576, 720, 3)",223,412,270,342
511,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000109_l.jpg,"(576, 720, 3)",478,454,534,402
512,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000109_r.jpg,"(576, 720, 3)",230,425,281,369
513,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000110_l.jpg,"(576, 720, 3)",468,427,527,376
514,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000110_r.jpg,"(576, 720, 3)",242,364,344,248
515,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000111_l.jpg,"(576, 720, 3)",492,446,545,406
516,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000111_r.jpg,"(576, 720, 3)",323,359,400,314
517,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000113_l.jpg,"(576, 720, 3)",435,447,488,396
518,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000113_r.jpg,"(576, 720, 3)",279,328,325,283
519,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000114_l.jpg,"(576, 720, 3)",390,528,462,461
520,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000114_r.jpg,"(576, 720, 3)",273,511,336,432
521,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000115_l.jpg,"(576, 720, 3)",304,470,383,435
522,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000115_r.jpg,"(576, 720, 3)",255,474,327,403
523,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000116_l.jpg,"(576, 720, 3)",302,459,377,417
524,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000116_r.jpg,"(576, 720, 3)",267,286,310,187
525,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000117_l.jpg,"(576, 720, 3)",259,443,345,395
526,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000117_r.jpg,"(576, 720, 3)",273,372,337,265
527,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000118_l.jpg,"(576, 720, 3)",255,445,349,400
528,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000118_r.jpg,"(576, 720, 3)",268,381,326,293
529,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000120_l.jpg,"(576, 720, 3)",290,465,361,425
530,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000120_r.jpg,"(576, 720, 3)",253,399,300,362
531,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000121_l.jpg,"(576, 720, 3)",295,452,369,415
532,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000121_r.jpg,"(576, 720, 3)",265,390,310,348
533,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000122_l.jpg,"(576, 720, 3)",306,448,380,410
534,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000122_r.jpg,"(576, 720, 3)",261,362,333,321
535,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000123_l.jpg,"(576, 720, 3)",304,457,378,420
536,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Jackie_unit_10.flv_000123_r.jpg,"(576, 720, 3)",262,340,341,291
